"SortOrder","Title","Date","Medium","Dimensions","WorkID","SignatureMarks","PrimaryImageFilename","DetailFilename","AltText","Notes","Exhibitions","Literature","WebDocumentationImageFilenames","WebDocumentationCaptions","SourceURLs","IncludeOnIndex"
"1","","2026","","","","None observed.","","","","","","","","","","YES"
